asa,8.71
asb,9.14
asc,6.81
asd,7.31
ase,5.47
asf,6.24
asg,9.55
ash,8.94
asi,8.81
asj,5.67
ask,8.96
asl,5.56
asm,6.33
asn,9.75
aso,5.99
asp,5.23
asq,6.67
asr,5.57
ass,8.38
ast,9.18
asu,7.08
asv,5.17
asw,8.0
asx,5.27
asy,9.02
asz,6.28
ata,6.47
atb,8.56
atc,8.45
atd,9.78
ate,6.97
atf,9.59
atg,6.34
ath,5.4
ati,5.32
atj,5.64
atk,7.74
atl,8.19
atm,5.72
atn,7.18
ato,9.01
atp,9.69
atq,5.66
atr,8.51
ats,8.14
att,6.39
atu,5.16
atv,9.22
atw,6.15
atx,9.1
aty,5.09
atz,9.83
aua,9.2
aub,9.22
auc,5.9
aud,7.7
aue,8.25
auf,7.51
aug,9.78
auh,9.9
aui,8.3
auj,8.91
auk,9.63
aul,8.23
aum,7.67
aun,5.25
auo,5.11
aup,9.27
auq,9.03
aur,8.99
aus,7.12
aut,9.26
auu,7.08
auv,6.74
auw,7.41
aux,8.93
auy,9.27
auz,9.05
ava,5.77
avb,7.93
avc,5.62
avd,5.01
ave,7.41
avf,7.65
avg,7.56
avh,9.13
avi,6.96
avj,8.47
avk,9.95
avl,6.48
avm,8.19
avn,7.34
avo,9.54
avp,7.89
avq,8.03
avr,9.59
avs,9.59
avt,6.33
avu,9.71
avv,8.1
avw,6.41
avx,5.02
avy,6.55
avz,9.81
awa,9.11
awb,6.93
awc,7.44
awd,7.56
awe,9.02
awf,5.07
awg,9.23
awh,7.65
awi,5.14
awj,9.17
awk,9.88
awl,5.54
awm,5.49
awn,7.31
awo,6.05
awp,7.88
awq,5.25
awr,7.04
aws,7.29
awt,8.24
awu,7.61
awv,9.35
aww,7.19
awx,7.0
awy,7.13
awz,6.32
axa,9.99
axb,7.87
axc,9.55
axd,6.51
axe,9.06
axf,5.44
axg,5.41
axh,6.64
axi,6.25
axj,7.84
axk,6.52
axl,5.65
axm,7.71
axn,6.17
axo,8.41
axp,7.19
axq,9.72
axr,8.65
axs,10.0
axt,5.67
axu,7.13
axv,8.18
axw,7.61
axx,5.92
axy,5.8
axz,6.63
aya,8.99
ayb,6.21
ayc,8.31
ayd,9.86
aye,7.14
ayf,8.97
ayg,7.51
ayh,6.83
ayi,7.14
ayj,8.74
ayk,6.14
ayl,5.38
aym,7.85
ayn,9.77
ayo,7.97
ayp,7.33
ayq,6.72
ayr,8.17
ays,9.57
ayt,9.36
ayu,5.91
ayv,6.25
ayw,5.33
ayx,7.25
ayy,5.66
ayz,6.71
aza,7.87
azb,5.33
azc,8.09
azd,6.8
aze,9.38
azf,6.09
azg,7.33
azh,7.7
azi,5.31
azj,8.02
azk,7.63
azl,5.62
azm,5.78
azn,6.72
azo,7.89
azp,7.92
azq,7.84
azr,7.12
azs,5.05
azt,8.23
azu,7.53
azv,5.37
azw,5.38
azx,8.07
azy,6.09
azz,6.59
baa,5.57
bab,9.75
bac,6.22
bad,5.98
bae,9.1
baf,5.98
bag,6.18
bah,7.97
bai,7.52
baj,8.95
bak,6.94
bal,5.62
bam,6.51
ban,7.36
bao,9.54
bap,5.94
baq,9.34
bar,8.92
bas,5.38
bat,9.53
bau,8.49
bav,6.09
baw,8.79
bax,5.54
bay,7.65
baz,5.83
bba,5.31
bbb,8.37
bbc,8.46
bbd,6.03
bbe,6.16
bbf,5.09
bbg,6.61
bbh,6.07
bbi,9.29
bbj,7.82
bbk,7.21
bbl,8.33
bbm,7.25
bbn,7.51
bbo,7.73
bbp,7.97
bbq,5.37
bbr,8.11
bbs,8.24
bbt,8.8
bbu,9.96
bbv,5.97
bbw,8.07
bbx,6.81
bby,5.84
bbz,5.52
bca,5.58
bcb,5.28
bcc,7.56
bcd,8.71
bce,8.67
bcf,6.6
bcg,9.97
bch,8.59
bci,6.78
bcj,7.76
bck,7.33
bcl,8.07
bcm,8.43
bcn,8.77
bco,5.29
bcp,9.66
bcq,8.02
bcr,6.34
bcs,6.63
bct,7.85
bcu,6.56
bcv,5.8
bcw,6.15
bcx,8.68
bcy,7.7
bcz,8.62
bda,6.33
bdb,6.95
bdc,9.51
bdd,7.86
bde,5.38
bdf,9.6
bdg,6.32
bdh,9.94
bdi,9.22
bdj,8.18
bdk,6.64
bdl,7.21
bdm,7.45
bdn,9.43
bdo,6.72
bdp,9.03
bdq,5.56
bdr,9.87
bds,8.93
bdt,9.74
bdu,7.05
bdv,7.19
bdw,6.05
bdx,7.01
bdy,7.15
bdz,7.62
bea,6.87
beb,9.55
bec,6.71
bed,8.98
bee,8.29
bef,9.99
beg,9.48
beh,5.85
bei,9.54
bej,6.67
bek,5.88
bel,8.37
bem,6.11
ben,8.08
beo,5.16
bep,5.19
beq,5.39
ber,6.05
bes,5.89
bet,8.15
beu,9.78
bev,7.88
bew,6.44
bex,5.26
bey,9.53
bez,6.93
bfa,6.06
bfb,6.57
bfc,6.65
bfd,9.98
bfe,5.57
bff,9.51
bfg,5.33
bfh,5.49
bfi,6.32
bfj,5.75
bfk,8.38
bfl,6.61
bfm,8.34
bfn,9.33
bfo,9.4
bfp,7.58
bfq,8.19
bfr,6.46
bfs,9.25
bft,5.45
bfu,5.78
bfv,9.1
bfw,9.29
bfx,7.44
bfy,5.0
bfz,8.02
bga,6.52
bgb,7.19
bgc,6.0
bgd,6.73
bge,9.71
bgf,6.33
bgg,5.31
bgh,8.39
bgi,8.74
bgj,9.37
bgk,5.03
bgl,8.53
bgm,7.06
bgn,5.31
bgo,8.7
bgp,6.63
bgq,6.52
bgr,6.71
bgs,5.64
bgt,5.61
bgu,8.85
bgv,9.9
bgw,8.57
bgx,5.05
bgy,9.47
bgz,6.64
bha,7.71
bhb,5.73
bhc,7.78
bhd,5.88
bhe,7.75
bhf,8.97
bhg,8.99
bhh,6.84
bhi,8.85
bhj,9.73
bhk,5.49
bhl,5.11
bhm,9.84
bhn,8.88
bho,8.44
bhp,5.93
bhq,8.45
bhr,9.07
bhs,7.15
bht,7.18
bhu,9.26
bhv,5.75
bhw,6.28
bhx,5.53
bhy,5.28
bhz,8.58
bia,9.45
bib,5.43
bic,8.07
bid,8.09
bie,8.45
bif,7.71
big,7.77
bih,6.59
bii,8.8
bij,6.42
bik,5.89
bil,9.97
bim,6.83
bin,6.19
bio,7.74
bip,7.86
biq,8.01
bir,8.15
bis,5.27
bit,7.62
biu,5.15
biv,5.24
biw,6.09
bix,9.07
biy,9.95
biz,5.19
bja,6.47
bjb,9.41
bjc,9.48
bjd,6.3
bje,7.11
bjf,6.77
bjg,7.65
bjh,6.79
bji,9.42
bjj,6.02
bjk,5.58
bjl,8.99
bjm,5.61
bjn,6.61
bjo,5.75
bjp,8.94
bjq,5.2
bjr,9.3
bjs,5.7
bjt,9.72
bju,5.04
bjv,8.63
bjw,8.73
bjx,5.53
bjy,5.09
bjz,5.61
bka,5.3
bkb,5.93
bkc,7.81
bkd,5.79
bke,7.33
bkf,6.55
bkg,8.74
bkh,5.46
bki,9.12
bkj,7.85
bkk,5.15
bkl,5.1
bkm,6.21
bkn,6.23
bko,8.38
bkp,9.45
bkq,5.54
bkr,5.66
bks,6.31
bkt,6.59
bku,8.43
bkv,6.88
bkw,8.08
bkx,9.27
bky,5.59
bkz,7.15
bla,7.48
blb,8.72
blc,8.63
bld,6.47
ble,5.68
blf,5.55
blg,6.86
blh,5.7
bli,7.78
blj,9.88
blk,5.86
bll,8.36
blm,9.47
bln,5.63
blo,7.99
blp,5.58
blq,9.83
blr,9.82
bls,9.11
blt,6.36
blu,9.47
blv,7.66
blw,9.87
blx,8.36
bly,9.43
blz,7.98
bma,6.91
bmb,5.24
bmc,8.29
bmd,9.97
bme,8.74
bmf,7.95
bmg,7.87
bmh,9.86
bmi,5.89
bmj,6.79
bmk,6.71
bml,7.79
bmm,5.26
bmn,6.59
bmo,5.3
bmp,8.83
bmq,9.69
bmr,7.48
bms,6.85
bmt,6.45
bmu,9.97
bmv,9.51
bmw,6.28
bmx,8.82
bmy,8.81
bmz,7.77
bna,8.78
bnb,8.49
bnc,6.83
bnd,9.37
bne,6.76
bnf,8.29
bng,8.94
bnh,7.93
bni,5.4
bnj,6.12
bnk,8.94
bnl,9.87
bnm,6.56
bnn,9.75
bno,5.18
bnp,9.34
bnq,7.97
bnr,7.9
bns,7.73
bnt,8.03
bnu,7.73
bnv,9.72
bnw,7.37
bnx,6.56
bny,6.23
bnz,8.79
boa,5.87
bob,6.52
boc,8.29
bod,5.97
boe,9.38
bof,6.57
bog,7.73
boh,8.61
boi,6.41
boj,8.82
bok,6.3
bol,9.45
bom,5.56
bon,6.07
boo,6.83
bop,9.39
boq,8.44
bor,8.39
bos,9.26
bot,7.17
bou,9.84
bov,6.75
bow,9.84
box,7.15
boy,7.14
boz,9.93
bpa,7.04
bpb,7.17
bpc,8.56
bpd,9.09
bpe,7.68
bpf,9.45
bpg,9.55
bph,8.05
bpi,7.08
bpj,9.92
bpk,9.73
bpl,5.71
bpm,9.85
bpn,6.99
bpo,8.32
bpp,8.86
bpq,6.66
bpr,5.85
bps,7.92
bpt,6.85
bpu,7.68
bpv,8.35
bpw,9.86
bpx,8.72
bpy,8.96
bpz,9.68
bqa,5.25
bqb,6.9
bqc,8.22
bqd,8.08
bqe,5.32
bqf,7.98
bqg,5.02
bqh,6.81
bqi,6.79
bqj,8.19
bqk,5.27
bql,6.08
bqm,6.92
bqn,6.28
bqo,8.04
bqp,7.12
bqq,5.66
bqr,9.91
bqs,7.42
bqt,9.79
bqu,7.49
bqv,6.35
bqw,5.57
bqx,9.33
bqy,5.79
bqz,7.06
bra,6.98
brb,5.64
brc,8.3
brd,9.35
bre,6.05
brf,8.14
brg,7.18
brh,6.31
bri,9.46
brj,7.97
brk,5.88
brl,5.84
brm,7.3
brn,6.82
bro,5.03
brp,7.34
brq,9.78
brr,8.13
brs,8.93
brt,5.64
bru,7.14
brv,9.17
brw,5.95
brx,7.27
bry,6.68
brz,7.14
bsa,5.56
bsb,9.37
bsc,7.63
bsd,7.74
bse,6.0
bsf,5.05
bsg,5.2
bsh,9.65
bsi,9.91
bsj,5.35
bsk,5.64
bsl,5.58
bsm,6.5
bsn,9.33
bso,7.6
bsp,9.08
bsq,5.7
bsr,5.53
bss,7.55
bst,6.5
bsu,9.3
bsv,8.64
bsw,7.02
bsx,5.27
bsy,9.44
bsz,5.74
bta,8.32
btb,5.39
btc,6.26
btd,6.62
bte,6.42
btf,8.26
btg,6.48
bth,7.18
bti,8.66
btj,6.82
btk,5.54
btl,8.2
btm,8.33
btn,5.88
bto,7.87
btp,8.91
btq,5.05
btr,8.09
bts,8.93
btt,6.25
btu,7.86
btv,9.28
btw,9.96
btx,7.48
bty,8.9
btz,8.21
bua,8.82
bub,9.41
buc,5.08
bud,8.56
bue,5.95
buf,6.85
bug,5.59
buh,5.93
bui,9.79
buj,9.66
buk,9.92
bul,8.08
bum,6.19
bun,9.94
buo,9.24
bup,7.01
buq,7.37
bur,9.24
bus,8.88
but,5.11
buu,8.23
buv,5.71
buw,9.81
bux,6.87
buy,9.08
buz,8.39
bva,8.47
bvb,8.36
bvc,8.34
bvd,7.51
bve,6.65
bvf,5.8
bvg,9.27
bvh,8.5
bvi,7.44
bvj,7.42
bvk,6.86
bvl,8.7
bvm,6.33
bvn,8.24
bvo,8.62
bvp,7.31
bvq,5.65
bvr,7.19
bvs,9.88
bvt,9.37
bvu,7.29
bvv,9.55
bvw,5.02
bvx,9.55
bvy,6.0
bvz,6.71
bwa,7.9
bwb,5.23
bwc,8.37
bwd,8.88
bwe,8.92
bwf,6.38
bwg,9.99
bwh,8.03
bwi,5.11
bwj,9.55
bwk,6.22
bwl,9.06
bwm,8.28
bwn,7.26
bwo,6.41
bwp,8.42
bwq,9.4
bwr,9.21
bws,7.29
bwt,9.92
bwu,7.79
bwv,9.32
bww,9.51
bwx,8.14
bwy,6.51
bwz,9.09
bxa,6.42
bxb,6.56
bxc,7.8
bxd,7.08
bxe,9.41
bxf,6.56
bxg,9.35
bxh,9.35
bxi,7.84
bxj,8.91
bxk,7.11
bxl,5.5
bxm,7.79
bxn,9.31
bxo,9.7
bxp,5.02
bxq,7.29
bxr,7.81
bxs,9.08
bxt,5.85
bxu,6.21
bxv,6.74
bxw,9.02
bxx,9.46
bxy,9.65
bxz,5.32
bya,5.94
byb,6.32
byc,8.62
byd,8.22
bye,6.58
byf,5.64
byg,7.83
byh,7.41
byi,7.1
byj,9.33
byk,9.43
byl,7.51
bym,8.62
byn,6.58
byo,6.76
byp,6.08
byq,9.36
byr,5.58
bys,8.54
byt,8.71
byu,8.92
byv,8.67
byw,8.51
byx,7.04
byy,8.75
byz,8.5
bza,7.77
bzb,8.85
bzc,7.78
bzd,8.62
bze,9.48
bzf,9.61
bzg,8.85
bzh,9.21
bzi,9.74
bzj,5.36
bzk,5.77
bzl,7.23
bzm,6.3
bzn,5.69
bzo,6.32
bzp,9.57
bzq,9.26
bzr,7.94
bzs,9.65
bzt,7.08
bzu,9.11
bzv,8.53
bzw,9.98
bzx,5.57
bzy,9.87
bzz,10.0
caa,9.03
cab,8.58
cac,8.04
cad,7.65
cae,7.02
caf,6.41
cag,9.83
cah,7.67
cai,8.3
caj,9.42
cak,9.47
cal,7.17
cam,9.23
can,9.74
cao,8.67
cap,8.93
caq,9.53
car,7.69
cas,7.33
cat,6.47
cau,6.84
cav,7.77
caw,6.85
cax,8.53
cay,6.34
caz,9.77
cba,8.2
cbb,9.71
cbc,8.04
cbd,7.95
cbe,9.55
cbf,8.04
cbg,8.24
cbh,8.4
cbi,7.12
cbj,7.53
cbk,5.62
cbl,6.63
cbm,6.14
cbn,7.76
cbo,8.56
cbp,8.95
cbq,7.45
cbr,5.1
cbs,8.91
cbt,9.28
cbu,9.08
cbv,9.54
cbw,5.98
cbx,6.21
cby,8.87
cbz,5.68
cca,9.74
ccb,6.91
ccc,9.47
ccd,7.68
cce,8.46
ccf,9.96
ccg,8.51
cch,6.89
cci,6.79
ccj,7.87
cck,5.93
ccl,6.83
ccm,6.57
ccn,7.19
cco,7.58
ccp,7.26
ccq,9.39
ccr,5.85
ccs,9.35
cct,5.24
ccu,8.31
ccv,5.8
ccw,8.66
ccx,5.34
ccy,6.89
ccz,7.86
cda,5.73
cdb,9.41
cdc,7.09
cdd,8.79
cde,5.03
cdf,6.81
cdg,8.9
cdh,6.31
cdi,6.49
cdj,9.75
cdk,8.46
cdl,7.82
cdm,5.96
cdn,6.05
cdo,9.03
cdp,5.98
cdq,5.59
cdr,5.01
cds,8.48
cdt,5.02
cdu,6.73
cdv,5.86
cdw,6.74
cdx,5.65
cdy,5.38
cdz,7.47
cea,9.37
ceb,6.39
cec,5.47
ced,8.4
cee,7.4
cef,9.45
ceg,8.92
ceh,7.17
cei,6.4
cej,7.21
cek,6.67
cel,8.42
cem,5.58
cen,6.37
ceo,6.82
cep,5.61
ceq,9.58
cer,7.23
ces,7.02
cet,6.42
ceu,9.26
cev,5.99
cew,5.88
cex,8.64
cey,9.91
cez,7.56
cfa,7.36
cfb,9.8
cfc,9.15
cfd,6.51
cfe,7.14
cff,7.24
cfg,9.39
cfh,9.42
cfi,8.95
cfj,5.88
cfk,5.86
cfl,9.68
cfm,8.0
cfn,5.86
cfo,5.5
cfp,5.36
cfq,6.37
cfr,7.33
cfs,5.1
cft,9.02
cfu,5.88
cfv,8.75
cfw,7.72
cfx,9.49
cfy,9.3
cfz,6.82
cga,8.56
cgb,8.14
cgc,7.02
cgd,5.42
cge,5.17
cgf,9.84
cgg,8.25
cgh,6.53
cgi,7.95
cgj,5.18
cgk,6.56
cgl,8.34
cgm,7.68
cgn,5.16
cgo,8.14
cgp,9.4
cgq,7.06
cgr,5.06
cgs,7.23
cgt,8.73
cgu,5.81
cgv,7.5
cgw,9.4
cgx,8.93
cgy,5.32
cgz,5.72
cha,5.92
chb,5.04
chc,8.68
chd,7.92
che,6.92
chf,6.74
chg,5.5
chh,9.87
chi,8.53
chj,8.42
chk,5.99
chl,7.22
chm,5.66
chn,7.11
cho,5.62
chp,6.58
chq,6.91
chr,8.77
chs,8.29
cht,8.18
chu,9.27
chv,8.04
chw,5.37
chx,6.93
chy,9.51
chz,8.45
cia,6.91
cib,5.05
cic,8.03
cid,5.14
cie,8.86
cif,8.29
cig,9.61
cih,9.14
cii,6.04
cij,8.62
cik,7.79
cil,6.59
cim,6.66
cin,5.69
cio,7.5
cip,9.51
ciq,6.29
cir,7.56
cis,6.04
cit,5.34
ciu,8.13
civ,7.19
ciw,5.87
cix,6.94
ciy,8.55
ciz,8.19
cja,5.42
cjb,6.72
cjc,8.42
cjd,5.54
cje,9.48
cjf,5.15
cjg,9.62
cjh,8.42
cji,5.29
cjj,5.38
cjk,5.42
cjl,9.74
cjm,9.33
cjn,9.7
cjo,5.49
cjp,9.46
cjq,9.66
cjr,6.92
cjs,5.1
cjt,6.31
cju,6.59
cjv,9.44
cjw,5.19
cjx,9.26
cjy,5.48
cjz,7.21
cka,7.5
ckb,9.36
ckc,5.99
ckd,8.69
cke,7.26
ckf,6.54
ckg,8.33
ckh,6.18
cki,5.91
ckj,8.08
ckk,5.7
ckl,5.25
ckm,5.65
ckn,7.49
cko,5.68
ckp,6.08
ckq,9.21
ckr,8.5
cks,6.77
ckt,5.83
cku,8.54
ckv,6.0
ckw,7.59
ckx,8.47
cky,5.42
ckz,7.53
cla,5.81
clb,5.51
clc,9.51
cld,9.21
cle,9.98
clf,7.89
clg,7.98
clh,5.12
cli,6.84
clj,5.66
clk,9.95
cll,5.31
clm,9.84
cln,8.97
clo,7.97
clp,6.99
clq,6.78
clr,9.18
cls,6.27
clt,9.08
clu,9.53
clv,5.17
clw,6.67
clx,9.5
cly,6.71
clz,5.79
cma,6.02
cmb,7.68
cmc,9.41
cmd,6.35
cme,5.97
cmf,8.94
cmg,9.33
cmh,6.81
cmi,8.08
cmj,8.84
cmk,8.45
cml,7.39
cmm,9.67
cmn,7.7
cmo,5.24
cmp,5.96
cmq,7.71
cmr,8.89
cms,5.5
cmt,5.45
cmu,8.79
cmv,7.35
cmw,8.42
cmx,5.63
cmy,8.17
cmz,8.44
cna,6.92
cnb,9.38
cnc,9.31
cnd,9.95
cne,6.5
cnf,5.2
cng,8.94
cnh,9.54
cni,9.85
cnj,8.97
cnk,6.93
cnl,5.02
cnm,8.94
cnn,5.44
cno,8.91
cnp,9.29
cnq,6.73
cnr,7.38
cns,9.2
cnt,6.09
cnu,8.81
cnv,5.34
cnw,6.35
cnx,9.34
cny,9.67
cnz,8.89
coa,9.87
cob,7.51
coc,5.46
cod,8.19
coe,5.65
cof,5.69
cog,9.32
coh,8.12
coi,7.3
coj,7.81
cok,9.03
col,5.74
com,5.45
con,6.16
coo,6.0
cop,5.86
coq,9.37
cor,7.35
cos,5.5
cot,5.63
cou,9.04
cov,6.19
cow,7.34
cox,7.96
coy,9.95
coz,6.13
cpa,5.58
cpb,9.45
cpc,8.73
cpd,5.4
cpe,5.99
cpf,6.18
cpg,8.32
cph,9.92
cpi,5.2
cpj,6.92
cpk,9.58
cpl,6.09
cpm,6.06
cpn,6.79
cpo,6.37
cpp,5.9
cpq,7.69
cpr,9.29
cps,6.11
cpt,6.78
cpu,5.94
cpv,8.11
cpw,8.82
cpx,6.57
cpy,5.44
cpz,7.16
cqa,7.54
cqb,5.24
cqc,7.75
cqd,6.95
cqe,9.42
cqf,8.88
cqg,9.03
cqh,6.4
cqi,8.65
cqj,5.03
cqk,7.66
cql,6.35
cqm,8.11
cqn,9.91
cqo,7.09
cqp,9.78
cqq,6.98
cqr,6.3
cqs,9.84
cqt,5.75
cqu,9.5
cqv,9.84
cqw,7.99
cqx,9.73
cqy,8.27
cqz,5.69
cra,8.57
crb,9.3
crc,8.57
crd,6.79
cre,8.71
crf,8.22
crg,7.11
crh,6.37
cri,5.53
crj,9.44
crk,5.23
crl,9.32
crm,8.88
crn,9.54
cro,6.46
crp,8.34
crq,8.16
crr,6.63
crs,5.06
crt,7.35
cru,7.51
crv,8.93
crw,8.34
crx,8.39
cry,8.38
crz,5.45
csa,8.01
csb,5.01
csc,8.42
csd,8.58
cse,9.08
csf,8.78
csg,6.03
csh,7.3
csi,5.53
csj,6.13
csk,5.98
csl,9.56
csm,5.57
csn,8.33
cso,7.87
csp,8.11
csq,8.85
csr,9.5
css,6.29
cst,6.21
csu,8.47
csv,7.52
csw,8.45
csx,8.3
csy,6.51
csz,5.89
cta,7.86
ctb,7.26
ctc,9.75
ctd,9.29
cte,8.46
ctf,9.87
ctg,8.2
cth,5.44
cti,5.18
ctj,6.04
ctk,7.72
ctl,6.19
ctm,6.3
ctn,5.61
cto,7.55
ctp,5.76
ctq,8.01
ctr,7.71
cts,7.09
ctt,6.64
ctu,9.56
ctv,8.69
ctw,7.21
ctx,8.27
cty,7.31
ctz,6.16
cua,7.93
cub,8.16
cuc,8.87
cud,7.63
cue,5.16
cuf,9.71
cug,7.87
cuh,8.08
cui,7.34
cuj,5.58
cuk,5.06
cul,5.6
cum,5.05
cun,8.03
cuo,9.82
cup,8.07
cuq,8.61
cur,9.8
