133,toy133,white,994
134,toy134,yellow,1943
135,toy135,black,4295
136,toy136,green,238
137,toy137,blue,124
138,toy138,green,3051
139,toy139,black,2354
140,toy140,red,3240
141,toy141,blue,1764
142,toy142,blue,1227
143,toy143,blue,4279
144,toy144,black,4538
145,toy145,orange,1762
146,toy146,green,4614
147,toy147,black,1656
148,toy148,blue,4257
149,toy149,blue,1548
150,toy150,red,3277
151,toy151,yellow,1114
152,toy152,yellow,1505
153,toy153,blue,3935
154,toy154,blue,2883
155,toy155,orange,4813
156,toy156,red,949
157,toy157,yellow,647
158,toy158,green,491
159,toy159,red,1662
160,toy160,orange,1425
161,toy161,white,2406
162,toy162,yellow,1099
163,toy163,red,2943
164,toy164,orange,3522
165,toy165,green,3776
166,toy166,white,1040
167,toy167,blue,3912
168,toy168,red,3909
169,toy169,white,3572
170,toy170,green,2726
171,toy171,orange,1047
172,toy172,green,106
173,toy173,green,4188
174,toy174,blue,464
175,toy175,orange,4287
176,toy176,white,1853
177,toy177,orange,2784
178,toy178,yellow,2418
179,toy179,blue,1765
180,toy180,white,534
181,toy181,white,76
182,toy182,green,2567
183,toy183,yellow,4819
184,toy184,yellow,1266
185,toy185,orange,184
186,toy186,red,2310
187,toy187,black,3328
188,toy188,white,3970
189,toy189,white,2474
190,toy190,blue,3944
191,toy191,green,2139
192,toy192,white,3052
193,toy193,blue,4317
194,toy194,yellow,2218
195,toy195,white,2166
196,toy196,white,3920
197,toy197,black,2991
198,toy198,green,2165
199,toy199,red,3052
200,toy200,white,3499
201,toy201,blue,2313
202,toy202,black,2044
203,toy203,black,1406
204,toy204,black,1311
205,toy205,orange,3745
206,toy206,blue,4381
207,toy207,black,4806
208,toy208,red,77
209,toy209,black,963
210,toy210,blue,4787
211,toy211,orange,3740
212,toy212,orange,2436
213,toy213,blue,2136
214,toy214,red,4331
215,toy215,white,1095
216,toy216,green,3795
217,toy217,red,2480
218,toy218,red,2735
219,toy219,orange,4667
220,toy220,red,4951
221,toy221,green,3735
222,toy222,white,1663
223,toy223,yellow,1056
224,toy224,yellow,2320
225,toy225,orange,149
226,toy226,yellow,396
227,toy227,black,3940
228,toy228,orange,4409
229,toy229,white,3640
230,toy230,white,925
231,toy231,white,3024
232,toy232,yellow,3747
233,toy233,black,3219
234,toy234,white,4745
235,toy235,red,1152
236,toy236,black,664
237,toy237,black,4929
238,toy238,red,2893
239,toy239,white,3780
240,toy240,red,379
241,toy241,green,2246
242,toy242,blue,3466
243,toy243,red,1382
244,toy244,green,291
245,toy245,green,1104
246,toy246,blue,2857
247,toy247,blue,2624
248,toy248,yellow,2280
249,toy249,blue,4545
250,toy250,blue,3924
251,toy251,yellow,3169
252,toy252,white,209
253,toy253,orange,1424
254,toy254,orange,4406
255,toy255,red,4880
256,toy256,yellow,3780
257,toy257,black,131
258,toy258,black,1612
259,toy259,white,2453
260,toy260,white,1624
261,toy261,orange,3992
262,toy262,green,340
263,toy263,green,3707
264,toy264,green,4826
265,toy265,blue,4303
266,toy266,red,1095
267,toy267,white,4758
268,toy268,yellow,344
269,toy269,blue,1461
270,toy270,orange,1774
271,toy271,white,1660
272,toy272,red,1759
273,toy273,black,630
274,toy274,green,3570
275,toy275,blue,480
276,toy276,orange,4830
277,toy277,yellow,4708
278,toy278,yellow,3444
279,toy279,red,1237
280,toy280,black,4598
281,toy281,blue,3112
282,toy282,red,2406
283,toy283,black,3318
284,toy284,blue,1388
285,toy285,orange,989
286,toy286,red,4705
287,toy287,yellow,732
288,toy288,yellow,392
289,toy289,black,4016
290,toy290,blue,4288
291,toy291,green,2520
292,toy292,white,2439
293,toy293,red,480
294,toy294,white,1167
295,toy295,white,761
296,toy296,white,924
297,toy297,red,3712
298,toy298,orange,2149
299,toy299,orange,3249
300,toy300,green,3660
301,toy301,white,2139
302,toy302,orange,793
303,toy303,green,1191
304,toy304,blue,4215
305,toy305,red,229
306,toy306,orange,440
307,toy307,black,99
308,toy308,black,4158
309,toy309,orange,1930
310,toy310,yellow,391
311,toy311,black,1610
312,toy312,blue,1270
313,toy313,black,3102
314,toy314,blue,1470
315,toy315,blue,1801
316,toy316,blue,2456
317,toy317,red,2832
318,toy318,green,4329
319,toy319,yellow,2348
320,toy320,blue,4422
321,toy321,green,2201
322,toy322,green,3506
323,toy323,red,985
324,toy324,white,2901
325,toy325,black,4608
326,toy326,red,627
327,toy327,orange,4266
328,toy328,red,1304
329,toy329,blue,2822
330,toy330,blue,2939
331,toy331,red,2818
332,toy332,white,1379
333,toy333,yellow,1115
334,toy334,yellow,508
335,toy335,black,4660
336,toy336,yellow,381
337,toy337,green,630
338,toy338,yellow,1093
339,toy339,black,4106
340,toy340,blue,3102
341,toy341,yellow,2015
342,toy342,blue,2021
343,toy343,red,696
344,toy344,green,4932
345,toy345,black,4197
346,toy346,blue,2394
347,toy347,yellow,541
348,toy348,blue,1967
349,toy349,orange,3523
350,toy350,red,3955
351,toy351,orange,4458
352,toy352,green,1297
353,toy353,green,3642
354,toy354,white,4306
355,toy355,orange,4168
356,toy356,red,477
357,toy357,red,1441
358,toy358,orange,3494
359,toy359,orange,74
360,toy360,white,4276
361,toy361,red,872
362,toy362,orange,4857
363,toy363,white,1059
364,toy364,red,2102
365,toy365,orange,3299
366,toy366,blue,1126
367,toy367,blue,2195
368,toy368,black,4319
369,toy369,red,4014
370,toy370,black,1060
371,toy371,green,1514
372,toy372,red,4687
373,toy373,blue,3040
374,toy374,black,3126
375,toy375,black,2738
376,toy376,red,1441
377,toy377,black,2732
378,toy378,white,1272
379,toy379,white,3454
380,toy380,green,4044
381,toy381,black,3345
382,toy382,orange,4986
383,toy383,orange,108
384,toy384,blue,4715
385,toy385,black,915
386,toy386,red,4555
387,toy387,black,4972
388,toy388,black,2383
389,toy389,orange,4226
390,toy390,black,71
391,toy391,yellow,1920
392,toy392,blue,2903
393,toy393,orange,4019
394,toy394,red,87
395,toy395,white,2444
396,toy396,white,4586
397,toy397,blue,1416
398,toy398,blue,4601
399,toy399,black,2178
400,toy400,red,800
401,toy401,yellow,2754
402,toy402,white,3937
403,toy403,white,914
404,toy404,black,3870
405,toy405,yellow,719
406,toy406,blue,2536
407,toy407,orange,4623
408,toy408,white,2556
409,toy409,yellow,3634
410,toy410,blue,4459
411,toy411,black,1113
412,toy412,green,2366
413,toy413,green,906
414,toy414,orange,1499
415,toy415,orange,392
416,toy416,yellow,4940
417,toy417,green,2311
418,toy418,orange,806
419,toy419,green,3092
420,toy420,blue,1122
421,toy421,red,310
422,toy422,white,2627
423,toy423,orange,1419
424,toy424,white,2555
425,toy425,orange,2775
426,toy426,orange,1304
427,toy427,green,3568
428,toy428,black,2133
429,toy429,red,2880
430,toy430,yellow,4630
431,toy431,orange,1575
432,toy432,orange,2440
433,toy433,white,4780
434,toy434,green,4654
435,toy435,white,1656
436,toy436,yellow,2862
437,toy437,black,1328
438,toy438,green,3808
439,toy439,yellow,1952
440,toy440,yellow,2800
441,toy441,orange,2191
442,toy442,blue,3648
443,toy443,yellow,859
444,toy444,black,2377
445,toy445,blue,4836
446,toy446,orange,1181
447,toy447,orange,2079
448,toy448,black,4255
449,toy449,red,3174
450,toy450,black,4103
451,toy451,orange,3207
452,toy452,green,4664
453,toy453,blue,2830
454,toy454,orange,1919
455,toy455,red,3058
456,toy456,orange,4650
457,toy457,black,3253
458,toy458,white,2318
459,toy459,red,3482
460,toy460,green,506
461,toy461,black,1979
462,toy462,orange,3891
463,toy463,green,74
464,toy464,blue,1977
465,toy465,green,706
466,toy466,yellow,4140
467,toy467,green,4330
468,toy468,red,2659
469,toy469,red,4943
470,toy470,green,3094
471,toy471,green,357
472,toy472,green,4712
473,toy473,orange,4409
474,toy474,green,394
475,toy475,yellow,1685
476,toy476,blue,3334
477,toy477,blue,4782
478,toy478,green,1207
479,toy479,white,2619
480,toy480,blue,4430
481,toy481,white,3505
482,toy482,green,829
483,toy483,white,771
484,toy484,green,285
485,toy485,red,4988
486,toy486,blue,2786
487,toy487,red,4685
488,toy488,white,2319
489,toy489,yellow,1749
490,toy490,blue,1594
491,toy491,black,4853
492,toy492,red,1684
493,toy493,white,2846
494,toy494,orange,4628
495,toy495,yellow,4305
496,toy496,green,1947
497,toy497,blue,3083
498,toy498,white,4779
499,toy499,red,1860
500,toy500,white,3013
501,toy501,white,3038
502,toy502,orange,3052
503,toy503,black,4430
504,toy504,orange,4006
505,toy505,red,3320
506,toy506,red,2694
507,toy507,yellow,342
508,toy508,blue,259
509,toy509,orange,2608
510,toy510,red,2677
511,toy511,green,2389
512,toy512,blue,276
513,toy513,green,4096
514,toy514,green,2444
515,toy515,red,726
516,toy516,yellow,717
517,toy517,red,4212
518,toy518,red,2023
519,toy519,orange,753
520,toy520,yellow,2947
521,toy521,green,1602
522,toy522,white,2305
523,toy523,black,3414
524,toy524,black,4756
525,toy525,black,4948
526,toy526,red,4265
527,toy527,yellow,553
528,toy528,yellow,3769
529,toy529,white,1533
530,toy530,black,3489
531,toy531,blue,3169
532,toy532,yellow,4377
533,toy533,white,2178
534,toy534,black,4675
535,toy535,white,4055
536,toy536,red,4575
537,toy537,red,1974
538,toy538,orange,451
539,toy539,black,1707
540,toy540,orange,3058
541,toy541,orange,1166
542,toy542,orange,1917
543,toy543,yellow,138
544,toy544,white,3015
545,toy545,orange,2286
546,toy546,orange,2900
547,toy547,blue,3481
548,toy548,white,3362
549,toy549,green,4578
550,toy550,blue,1319
551,toy551,white,2305
552,toy552,green,77
553,toy553,green,1292
554,toy554,black,4022
555,toy555,white,2624
556,toy556,orange,604
557,toy557,blue,2424
558,toy558,white,773
559,toy559,black,3810
560,toy560,red,1935
561,toy561,red,4884
562,toy562,red,3527
563,toy563,green,4213
564,toy564,blue,4550
565,toy565,orange,2917
566,toy566,white,3463
567,toy567,orange,2452
568,toy568,blue,3174
569,toy569,orange,1571
570,toy570,green,869
571,toy571,white,913
572,toy572,red,505
573,toy573,yellow,2827
574,toy574,white,547
575,toy575,black,2719
576,toy576,yellow,2697
577,toy577,black,2535
578,toy578,red,3814
579,toy579,orange,1363
580,toy580,red,3287
581,toy581,orange,3702
582,toy582,red,1326
583,toy583,yellow,385
584,toy584,yellow,2887
585,toy585,blue,520
586,toy586,yellow,4477
587,toy587,green,4550
588,toy588,black,4629
589,toy589,blue,3268
590,toy590,white,3300
591,toy591,white,790
592,toy592,red,970
593,toy593,black,3119
594,toy594,yellow,1084
595,toy595,blue,4853
596,toy596,red,2149
597,toy597,red,3459
598,toy598,orange,2586
599,toy599,orange,4976
600,toy600,red,1490
601,toy601,green,3083
602,toy602,black,2028
603,toy603,blue,4626
604,toy604,orange,2301
605,toy605,yellow,4157
606,toy606,black,4202
607,toy607,yellow,2157
608,toy608,white,3769
609,toy609,yellow,3390
610,toy610,blue,2146
611,toy611,black,2212
612,toy612,red,2554
613,toy613,green,2169
614,toy614,orange,2821
615,toy615,yellow,317
616,toy616,yellow,4871
617,toy617,blue,2227
618,toy618,orange,1542
619,toy619,white,3913
620,toy620,blue,4379
621,toy621,black,3116
622,toy622,red,4383
623,toy623,blue,501
624,toy624,green,4525
625,toy625,black,2832
626,toy626,blue,588
627,toy627,blue,4726
628,toy628,black,4050
629,toy629,green,802
630,toy630,orange,899
631,toy631,white,138
632,toy632,blue,1062
633,toy633,white,369
634,toy634,black,4174
635,toy635,orange,3202
636,toy636,yellow,2002
637,toy637,red,478
638,toy638,black,3236
639,toy639,yellow,1880
640,toy640,orange,3235
641,toy641,red,361
642,toy642,orange,51
643,toy643,orange,4264
644,toy644,white,3099
645,toy645,green,4209
646,toy646,orange,2300
647,toy647,white,4997
648,toy648,black,2129
649,toy649,red,875
650,toy650,white,3852
651,toy651,yellow,855
652,toy652,black,4600
653,toy653,red,3920
654,toy654,black,4006
655,toy655,white,4155
656,toy656,black,2603
657,toy657,red,4858
658,toy658,orange,903
659,toy659,red,766
660,toy660,white,1586
661,toy661,white,4601
662,toy662,yellow,4716
663,toy663,white,2913
664,toy664,white,1190
665,toy665,green,3040
666,toy666,white,2087
667,toy667,white,781
668,toy668,blue,2623
669,toy669,blue,4967
670,toy670,blue,506
671,toy671,green,3351
672,toy672,yellow,3344
673,toy673,black,2927
674,toy674,yellow,1383
675,toy675,yellow,2085
676,toy676,yellow,3109
677,toy677,red,4469
678,toy678,white,4542
679,toy679,orange,2786
680,toy680,yellow,3827
681,toy681,green,1289
682,toy682,orange,3481
683,toy683,green,2300
684,toy684,green,3901
685,toy685,black,419
686,toy686,black,1935
687,toy687,yellow,3960
688,toy688,white,1734
689,toy689,black,3403
690,toy690,yellow,3409
691,toy691,blue,3412
692,toy692,blue,1056
693,toy693,blue,3635
694,toy694,green,1869
695,toy695,orange,1100
696,toy696,white,4458
697,toy697,orange,154
698,toy698,red,2639
699,toy699,yellow,1875
700,toy700,yellow,2209
701,toy701,blue,4895
702,toy702,green,4608
703,toy703,red,2849
704,toy704,orange,2990
705,toy705,red,867
706,toy706,black,1298
707,toy707,green,4382
708,toy708,orange,4590
709,toy709,green,807
710,toy710,white,4084
711,toy711,green,4307
712,toy712,orange,437
713,toy713,green,4633
714,toy714,black,4199
715,toy715,blue,2419
716,toy716,orange,4702
717,toy717,green,4944
718,toy718,yellow,3819
719,toy719,green,1527
720,toy720,red,1601
721,toy721,red,3955
722,toy722,green,2031
723,toy723,orange,1689
724,toy724,white,1968
725,toy725,black,4396
726,toy726,red,4715
727,toy727,orange,326
728,toy728,yellow,4110
729,toy729,orange,1867
730,toy730,blue,709
731,toy731,orange,2564
732,toy732,green,4221
733,toy733,black,2654
734,toy734,green,3035
735,toy735,green,2344
736,toy736,orange,451
737,toy737,yellow,897
738,toy738,black,4702
739,toy739,white,1472
740,toy740,yellow,4238
741,toy741,red,2046
742,toy742,blue,2503
743,toy743,blue,4249
744,toy744,red,3278
745,toy745,red,4934
746,toy746,yellow,4536
747,toy747,yellow,4834
748,toy748,black,1389
749,toy749,black,267
750,toy750,yellow,4989
751,toy751,green,4046
752,toy752,black,3041
753,toy753,white,737
754,toy754,green,265
755,toy755,white,3715
756,toy756,orange,3839
757,toy757,blue,530
758,toy758,yellow,681
759,toy759,green,1985
760,toy760,orange,897
761,toy761,blue,2443
762,toy762,yellow,4380
763,toy763,orange,2242
764,toy764,red,1140
765,toy765,white,3607
766,toy766,black,4772
767,toy767,orange,4956
768,toy768,yellow,3811
769,toy769,white,155
770,toy770,yellow,138
771,toy771,black,2964
772,toy772,blue,2272
773,toy773,blue,1161
774,toy774,yellow,1181
775,toy775,blue,4508
776,toy776,orange,4080
777,toy777,white,1516
778,toy778,blue,3417
779,toy779,white,3996
780,toy780,black,4034
781,toy781,blue,1740
782,toy782,orange,3736
783,toy783,white,453
784,toy784,green,4365
785,toy785,black,3002
786,toy786,orange,2866
787,toy787,red,1776
788,toy788,black,4910
789,toy789,red,2543
790,toy790,black,1374
791,toy791,blue,2990
792,toy792,orange,2217
793,toy793,red,1881
794,toy794,white,3290
795,toy795,orange,2724
796,toy796,white,4197
797,toy797,yellow,2634
798,toy798,black,1361
799,toy799,blue,340
800,toy800,yellow,1300
801,toy801,yellow,1746
802,toy802,red,2083
803,toy803,red,2290
804,toy804,blue,3210
805,toy805,yellow,1637
806,toy806,green,476
807,toy807,red,340
808,toy808,orange,1725
809,toy809,black,4468
810,toy810,black,2326
811,toy811,white,2022
812,toy812,orange,4937
813,toy813,green,4760
814,toy814,blue,2422
815,toy815,red,4632
816,toy816,red,78
817,toy817,green,2335
818,toy818,green,2470
819,toy819,white,2080
820,toy820,red,1105
821,toy821,black,2752
822,toy822,green,787
823,toy823,white,2664
824,toy824,yellow,1970
825,toy825,green,3027
826,toy826,blue,3622
827,toy827,black,68
828,toy828,green,1551
829,toy829,yellow,1922
830,toy830,orange,3592
831,toy831,yellow,4747
832,toy832,blue,139
833,toy833,yellow,392
834,toy834,blue,891
835,toy835,blue,1100
836,toy836,red,951
837,toy837,blue,3582
838,toy838,black,379
839,toy839,white,293
840,toy840,white,1940
841,toy841,white,959
842,toy842,red,3123
843,toy843,yellow,1144
844,toy844,white,3646
845,toy845,orange,4644
846,toy846,green,4362
847,toy847,blue,2903
848,toy848,red,3576
849,toy849,blue,217
850,toy850,red,1834
851,toy851,black,4420
852,toy852,blue,2153
853,toy853,white,1297
854,toy854,red,2699
855,toy855,green,188
856,toy856,blue,3717
857,toy857,yellow,2783
858,toy858,black,388
859,toy859,white,227
860,toy860,white,1101
861,toy861,yellow,1557
862,toy862,red,3941
863,toy863,blue,3053
864,toy864,orange,1135
865,toy865,green,2995
866,toy866,red,2130
867,toy867,black,2688
868,toy868,yellow,3055
869,toy869,white,1383
870,toy870,white,4320
871,toy871,yellow,3176
872,toy872,black,1728
873,toy873,black,246
874,toy874,red,640
875,toy875,orange,2046
876,toy876,black,1132
877,toy877,black,1788
878,toy878,red,3790
879,toy879,white,1611
880,toy880,blue,2250
881,toy881,white,2675
882,toy882,black,3031
883,toy883,red,4999
884,toy884,green,1128
885,toy885,black,4172
886,toy886,white,1722
887,toy887,black,4417
888,toy888,yellow,1041
889,toy889,yellow,4369
890,toy890,blue,4216
891,toy891,yellow,1347
892,toy892,green,2067
893,toy893,red,471
894,toy894,white,2605
895,toy895,black,4371
896,toy896,green,1387
897,toy897,blue,2856
898,toy898,blue,4201
899,toy899,blue,1651
900,toy900,yellow,1915
901,toy901,blue,3626
902,toy902,white,4206
903,toy903,black,217
904,toy904,black,2240
905,toy905,blue,1510
906,toy906,orange,3605
907,toy907,yellow,3269
908,toy908,orange,4472
909,toy909,green,88
910,toy910,orange,2586
911,toy911,red,2551
912,toy912,orange,952
913,toy913,red,1983
914,toy914,red,420
915,toy915,green,2467
916,toy916,white,3612
917,toy917,yellow,1806
918,toy918,white,4830
919,toy919,red,844
920,toy920,red,3638
921,toy921,green,190
922,toy922,orange,4112
923,toy923,yellow,845
924,toy924,yellow,4076
925,toy925,white,2234
926,toy926,white,3407
927,toy927,blue,3082
928,toy928,yellow,1483
929,toy929,yellow,353
930,toy930,blue,2611
931,toy931,orange,3677
932,toy932,orange,2987
933,toy933,green,4374
934,toy934,green,3045
935,toy935,black,4938
936,toy936,yellow,3999
937,toy937,white,1934
938,toy938,black,3376
939,toy939,orange,1453
940,toy940,blue,370
941,toy941,red,3934
942,toy942,blue,614
943,toy943,blue,2995
944,toy944,green,4704
945,toy945,red,2547
946,toy946,orange,2923
947,toy947,black,3872
948,toy948,green,4201
949,toy949,white,2688
950,toy950,white,2557
951,toy951,green,3759
952,toy952,black,3715
953,toy953,green,2189
954,toy954,red,1375
955,toy955,orange,2307
956,toy956,white,2445
957,toy957,yellow,3385
958,toy958,black,4394
959,toy959,red,2216
960,toy960,blue,4144
961,toy961,green,1554
962,toy962,red,4716
963,toy963,blue,1542
964,toy964,orange,4697
965,toy965,black,445
966,toy966,green,2698
967,toy967,yellow,1938
968,toy968,yellow,2555
969,toy969,red,2041
970,toy970,green,2698
971,toy971,blue,3691
972,toy972,yellow,4559
973,toy973,yellow,4042
974,toy974,red,330
975,toy975,green,302
976,toy976,blue,1035
977,toy977,orange,603
978,toy978,red,4387
979,toy979,orange,1717
980,toy980,blue,86
981,toy981,blue,573
982,toy982,blue,4015
983,toy983,blue,1366
984,toy984,red,2224
985,toy985,blue,1313
986,toy986,green,777
987,toy987,yellow,3660
988,toy988,orange,486
989,toy989,green,2534
990,toy990,green,3847
991,toy991,blue,1472
992,toy992,blue,646
993,toy993,black,4604
994,toy994,orange,1936
995,toy995,orange,2576
996,toy996,blue,4693
997,toy997,red,2058
998,toy998,green,4954
999,toy999,black,2148
1000,toy1000,orange,906
